skill_name,month,avg_jobs_month,avg_prev_month_jobs,abs_change_in_avg_jobs,month_over_month_growth,skill_rank
SQL,2022-10-01,82.322580645161253,92.299999999999983,-9.97741935483873,-0.10809771782057132,1
Python,2022-10-01,38.645161290322584,40.966666666666676,-2.321505376344092,-0.056668154019790681,2
English,2022-10-01,35.064516129032256,24.733333333333331,10.331182795698926,0.41770280845143909,3
Data,2022-10-01,31.322580645161295,4.0666666666666664,27.255913978494629,6.7022739291380242,4
Tableau,2022-10-01,25.161290322580651,8.9333333333333336,16.227956989247318,1.8165623495426102,5
Scala,2022-10-01,25.064516129032267,32.9,-7.8354838709677317,-0.23816060398078212,6
Big Data,2022-10-01,20.741935483870964,36.500000000000007,-15.758064516129043,-0.43172779496243946,7
Power BI,2022-10-01,17.129032258064516,8.4666666666666668,8.66236559139785,1.0231140462280923,8
Java,2022-10-01,12.516129032258062,31.400000000000002,-18.883870967741942,-0.60139716457776882,9
Spark,2022-10-01,11.903225806451614,7.4333333333333318,4.4698924731182821,0.60133082598003806,10
SQL,2022-11-01,91.866666666666688,82.322580645161253,9.5440860215054357,0.11593521421107705,1
Power BI,2022-11-01,40.600000000000009,17.129032258064516,23.470967741935493,1.3702448210922793,2
Python,2022-11-01,30.300000000000008,38.645161290322584,-8.3451612903225758,-0.21594323873121857,3
Java,2022-11-01,21.766666666666662,12.516129032258062,9.2505376344086,0.73908934707903773,4
Big Data,2022-11-01,21.4,20.741935483870964,0.65806451612903416,0.0317262830482116,5
English,2022-11-01,19.399999999999995,35.064516129032256,-15.664516129032261,-0.44673413063477474,6
Scala,2022-11-01,16.599999999999998,25.064516129032267,-8.464516129032269,-0.337709137709138,7
Data,2022-11-01,14.833333333333334,31.322580645161295,-16.48924731182796,-0.52643323034672163,8
Spark,2022-11-01,5.2666666666666666,11.903225806451614,-6.6365591397849473,-0.557542908762421,9
Tableau,2022-11-01,5.1999999999999993,25.161290322580651,-19.961290322580652,-0.79333333333333345,10
SQL,2022-12-01,67.6774193548387,91.866666666666688,-24.189247311827984,-0.26330820731307669,1
Python,2022-12-01,33.161290322580633,30.300000000000008,2.8612903225806257,0.094432023847545371,2
English,2022-12-01,19.35483870967742,19.399999999999995,-0.0451612903225751,-0.0023279015630193354,3
Big Data,2022-12-01,17.870967741935488,21.4,-3.529032258064511,-0.16490804944226689,4
Scala,2022-12-01,17.064516129032256,16.599999999999998,0.46451612903225836,0.027982899339292676,5
Java,2022-12-01,15.354838709677418,21.766666666666662,-6.411827956989244,-0.29457096280195616,6
Power BI,2022-12-01,13.806451612903226,40.600000000000009,-26.793548387096784,-0.65993961544573343,7
Tableau,2022-12-01,13.451612903225808,5.1999999999999993,8.2516129032258085,1.5868486352357327,8
Spark,2022-12-01,6.2258064516129039,5.2666666666666666,0.95913978494623731,0.18211514904042481,9
Data,2022-12-01,4.8064516129032251,14.833333333333334,-10.026881720430108,-0.67596955418629934,10
SQL,2023-01-01,88.612903225806463,67.6774193548387,20.935483870967758,0.30934223069590111,1
Scala,2023-01-01,28.193548387096779,17.064516129032256,11.129032258064523,0.65217391304347871,2
Python,2023-01-01,22.645161290322577,33.161290322580633,-10.516129032258057,-0.31712062256809326,3
Big Data,2023-01-01,16.580645161290324,17.870967741935488,-1.2903225806451637,-0.072202166064982073,4
Power BI,2023-01-01,14.354838709677416,13.806451612903226,0.5483870967741904,0.039719626168224068,5
Tableau,2023-01-01,14.193548387096772,13.451612903225808,0.74193548387096442,0.055155875299759939,6
English,2023-01-01,11.70967741935484,19.35483870967742,-7.64516129032258,-0.39499999999999996,7
Java,2023-01-01,8.5161290322580658,15.354838709677418,-6.8387096774193523,-0.44537815126050406,8
Spark,2023-01-01,5.4516129032258069,6.2258064516129039,-0.774193548387097,-0.12435233160621763,9
Data,2023-01-01,5.064516129032258,4.8064516129032251,0.25806451612903292,0.053691275167785379,10
SQL,2023-02-01,94.392857142857139,88.612903225806463,5.7799539170506762,0.065227000884081163,1
Python,2023-02-01,80.607142857142861,22.645161290322577,57.961981566820285,2.5595746845746854,2
Scala,2023-02-01,44.678571428571423,28.193548387096779,16.485023041474644,0.58470905524681216,3
Big Data,2023-02-01,43.214285714285722,16.580645161290324,26.6336405529954,1.6063090605892165,4
Spark,2023-02-01,31.178571428571427,5.4516129032258069,25.726958525345619,4.7191462383770064,5
Power BI,2023-02-01,22.035714285714285,14.354838709677416,7.6808755760368683,0.53507223113964708,6
Java,2023-02-01,12.321428571428569,8.5161290322580658,3.8052995391705036,0.44683441558441511,7
Data,2023-02-01,10.428571428571427,5.064516129032258,5.364055299539169,1.0591446769790716,8
English,2023-02-01,6.4642857142857144,11.70967741935484,-5.2453917050691254,-0.44795356158992528,9
Tableau,2023-02-01,3.75,14.193548387096772,-10.443548387096772,-0.73579545454545447,10
Python,2023-03-01,59.51612903225805,80.607142857142861,-21.091013824884811,-0.26165192162019257,1
SQL,2023-03-01,53.258064516129032,94.392857142857139,-41.134792626728107,-0.43578289578069884,2
Big Data,2023-03-01,30.870967741935491,43.214285714285722,-12.343317972350231,-0.2856304985337243,3
Scala,2023-03-01,26.290322580645164,44.678571428571423,-18.38824884792626,-0.41156752017740633,4
Power BI,2023-03-01,18.799999999999997,22.035714285714285,-3.2357142857142875,-0.14683954619124806,5
Java,2023-03-01,11.838709677419356,12.321428571428569,-0.48271889400921353,-0.039177185600747774,6
English,2023-03-01,10.709677419354838,6.4642857142857144,4.2453917050691237,0.65674567813224016,7
Spark,2023-03-01,8.7096774193548381,31.178571428571427,-22.468894009216591,-0.72065181243764553,8
Tableau,2023-03-01,5.29032258064516,3.75,1.5403225806451601,0.41075268817204269,9
Data,2023-03-01,2.8709677419354844,10.428571428571427,-7.5576036866359431,-0.72470172337604943,10
SQL,2023-04-01,43.999999999999993,53.258064516129032,-9.25806451612904,-0.17383403997577238,1
Python,2023-04-01,36.466666666666654,59.51612903225805,-23.049462365591395,-0.38728093947606146,2
Scala,2023-04-01,31.100000000000005,26.290322580645164,4.8096774193548413,0.18294478527607369,3
Big Data,2023-04-01,20.533333333333339,30.870967741935491,-10.337634408602153,-0.33486590038314173,4
Power BI,2023-04-01,14.719999999999999,18.799999999999997,-4.0799999999999983,-0.21702127659574463,5
English,2023-04-01,11.600000000000003,10.709677419354838,0.89032258064516512,0.083132530120482287,6
Java,2023-04-01,9.4666666666666668,11.838709677419356,-2.3720430107526891,-0.200363306085377,7
Spark,2023-04-01,6.2666666666666666,8.7096774193548381,-2.4430107526881715,-0.28049382716049376,8
Data,2023-04-01,4.862068965517242,2.8709677419354844,1.9911012235817576,0.69352963967454462,9
Tableau,2023-04-01,4.8000000000000007,5.29032258064516,-0.49032258064515943,-0.092682926829267959,10
SQL,2023-05-01,57.419354838709687,43.999999999999993,13.419354838709694,0.30498533724340221,1
Python,2023-05-01,40.87096774193548,36.466666666666654,4.4043010752688261,0.12077608067464793,2
Scala,2023-05-01,19.161290322580648,31.100000000000005,-11.938709677419357,-0.38388134010994712,3
Big Data,2023-05-01,18.580645161290317,20.533333333333339,-1.9526881720430218,-0.095098449937160129,4
Power BI,2023-05-01,18.538461538461537,14.719999999999999,3.8184615384615377,0.25940635451505012,5
Data,2023-05-01,13.666666666666668,4.862068965517242,8.8045977011494259,1.8108747044917257,6
Spark,2023-05-01,12.322580645161292,6.2666666666666666,6.0559139784946252,0.96636925188744016,7
Java,2023-05-01,10.258064516129032,9.4666666666666668,0.79139784946236524,0.083598364379827317,8
English,2023-05-01,6.580645161290323,11.600000000000003,-5.01935483870968,-0.43270300333704126,9
Tableau,2023-05-01,3.3225806451612909,4.8000000000000007,-1.4774193548387098,-0.30779569892473119,10
SQL,2023-06-01,70.233333333333334,57.419354838709687,12.813978494623647,0.22316479400749045,1
Python,2023-06-01,36.866666666666653,40.87096774193548,-4.0043010752688275,-0.097974217311234152,2
Scala,2023-06-01,16.833333333333329,19.161290322580648,-2.3279569892473191,-0.12149270482603852,3
Big Data,2023-06-01,15.233333333333334,18.580645161290317,-3.3473118279569825,-0.18015046296296267,4
Data,2023-06-01,14.633333333333326,13.666666666666668,0.9666666666666579,0.070731707317072526,5
Java,2023-06-01,6.2666666666666675,10.258064516129032,-3.9913978494623645,-0.38909853249475884,6
Spark,2023-06-01,4.9666666666666668,12.322580645161292,-7.355913978494625,-0.59694589877835957,7
English,2023-06-01,4.2333333333333325,6.580645161290323,-2.3473118279569904,-0.35669934640522893,8
Power BI,2023-06-01,1.0,18.538461538461537,-17.538461538461537,-0.946058091286307,9
Tableau,2023-06-01,1.0,3.3225806451612909,-2.3225806451612909,-0.69902912621359226,9
SQL,2023-07-01,29.258064516129032,70.233333333333334,-40.9752688172043,-0.58341626222882248,1
Scala,2023-07-01,21.064516129032253,16.833333333333329,4.2311827956989241,0.25135739380389654,2
Python,2023-07-01,17.0,36.866666666666653,-19.866666666666653,-0.53887884267631081,3
Big Data,2023-07-01,10.612903225806452,15.233333333333334,-4.6204301075268823,-0.30331051034093315,4
Spark,2023-07-01,10.193548387096774,4.9666666666666668,5.2268817204301072,1.0523922927040483,5
English,2023-07-01,8.1612903225806424,4.2333333333333325,3.92795698924731,0.92786385572771113,6
Data,2023-07-01,3.1428571428571428,14.633333333333326,-11.490476190476183,-0.78522616335828177,7
Java,2023-07-01,2.2580645161290325,6.2666666666666675,-4.0086021505376355,-0.63967055593685662,8
Power BI,2023-07-01,2.0000000000000004,1.0,1.0000000000000004,1.0000000000000004,9
Tableau,2023-07-01,1.0,1.0,0.0,0.0,10
SQL,2023-08-01,58.032258064516128,29.258064516129032,28.774193548387096,0.98346196251378171,1
Power BI,2023-08-01,35.806451612903231,2.0000000000000004,33.806451612903231,16.903225806451612,2
Python,2023-08-01,20.612903225806448,17.0,3.6129032258064484,0.2125237191650852,3
Scala,2023-08-01,18.870967741935484,21.064516129032253,-2.1935483870967687,-0.10413476263399671,4
Tableau,2023-08-01,15.93548387096774,1.0,14.93548387096774,14.93548387096774,5
Big Data,2023-08-01,11.806451612903226,10.612903225806452,1.193548387096774,0.11246200607902733,6
Spark,2023-08-01,11.580645161290322,10.193548387096774,1.387096774193548,0.13607594936708858,7
English,2023-08-01,5.4838709677419368,8.1612903225806424,-2.6774193548387055,-0.328063241106719,8
Data,2023-08-01,4.741935483870968,3.1428571428571428,1.5990783410138252,0.50879765395894438,9
Java,2023-08-01,1.3846153846153848,2.2580645161290325,-0.87344913151364767,-0.38681318681318677,10
SQL,2023-09-01,33.999999999999993,58.032258064516128,-24.032258064516135,-0.41411895497498624,1
Python,2023-09-01,31.56,20.612903225806448,10.94709677419355,0.531079812206573,2
Big Data,2023-09-01,21.36,11.806451612903226,9.5535483870967735,0.80918032786885241,3
English,2023-09-01,18.439999999999994,5.4838709677419368,12.956129032258058,2.3625882352941159,4
Spark,2023-09-01,17.760000000000005,11.580645161290322,6.1793548387096831,0.53359331476323169,5
Scala,2023-09-01,16.36,18.870967741935484,-2.5109677419354846,-0.1330598290598291,6
Tableau,2023-09-01,16.0,15.93548387096774,0.064516129032259784,0.0040485829959515255,7
Java,2023-09-01,8.88,1.3846153846153848,7.4953846153846158,5.4133333333333331,8
Power BI,2023-09-01,3.0400000000000005,35.806451612903231,-32.766451612903232,-0.91509909909909914,9
Data,2023-09-01,2.1999999999999997,4.741935483870968,-2.5419354838709682,-0.53605442176870755,10
